Text,Sentiment
Avantha Holdings Ltd to sell 7% in Crompton Greaves,-1
Avoid metals until clarity on coal block allocation: Analysts,-1
"Avoid Tech Mahindra: Sandeep Wagle, APTART Technical Advisory Services",-1
Bajaj Auto falls over 2.5% as Nigeria devalues currency,-1
"Bajaj Finserv rights issue at Rs 650/share, stock down",-1
Balasore Alloys faces shutdown by year-end over power arrears,-1
Banks reduce lending to mills as sugar prices fall,-1
Bears beat bulls - are markets in downward spiral?,-1
BEML will go as low as 540: Ashwani Gujral,-1
Better to avoid sugar stocks for now: Gaurang Shah,-1
BoB Q2 numbers pathetic; expect further downside:  Chokkalingam,-1
BofA-ML sees over 20% downside in Amara Raja Batteries,-1
"Bond investors factor in rate cut, yields head lower",1
BP shares in focus after US doubles spill estimate,-1
Brazil's leftover coffee sales may send ICE Futures lower,-1
Brent crude falls below $84 on global growth concerns,-1
Brent falls below $60 for first time since 2009,-1
British pound hits 14-month low after dovish BoE report,-1
Brokerages lower ITC target price as Q3 results disappoint,-1
Brokerages remain bearish on HUL as growth challenges remain,-1
Brokers call: Morgan Stanley stays underweight on Hero MotoCorp,-1
"Broking firms lower earnings estimates for Nifty, Sensex companies",-1
"Cairn India falls post Q1 results, loan to Vedanta",-1
Cairn India Q3 net drops 14% on forex losses,-1
Capital goods stocks may lead markets down: Ashwani Gujral,-1
Cardamom futures decline 0.71 per cent  on profit-booking,-1
Cardamom futures decline 1.01 per cent on subdued demand,-1
"Cardamom futures extend losses, down 0.55% on adequate stocks",-1
Chana futures decline 0.25 per cent on increased supplies,-1
Cheap imports key concern for tyre makers: Sachin Shah,-1
"Chennai Petroleum shuts refinery due to flooding, shares down",-1
"China yuan eases, loses 0.1 per cent on week",-1
CIL shares fall over 2 per cent post earnings,-1
Comex gold prices inch lower in early noon trades,-1
"Commodity prices fall on oversupply, results of Greece referendum",-1
Consumption stocks and midcaps the weakest sectors: Ashwani Gujral,-1
"Copper futures fall 0.08% on Asian cues, weak demand",-1
"Coriander down 1.30 pc on weak demand, adequate supply",-1
Crisis Call: Amtek auto admits temporary cash flow mismatch,-1
Crompton Greaves dips on worries over likely Q3 loss,-1
Crude oil futures down 0.23% on weak Asian trend,-1
Crude oil futures plunge 2.57% on weak Asian cues,-1
Crude palm oil futures decline 0.34% on sluggish demand,-1
Crude palm oil prices decline 0.45% on sluggish demand,-1
"Crudes slide continues, oil companies' shares fall in sync",-1
Dalmia Bharat posts Rs 12.39 crore loss in Q3,-1
Decline in China currency Yuan could fan trade tensions,-1
DEN Networks rallies as RBI hikes FII investment limit,1
Dhanteras: Demand slump dampens festival; gold fever cools down,-1
Disappointing Q4 show pulls DLF down to 2-year low,-1
DLF IPO disclosure case: Sebi imposes Rs 85-crore penalties,-1
Do not prefer Polaris at current valuation: Sudip Bandyopadhyay,-1
Do not see Ranbaxy crossing Rs 450: Sandeep Wagle,-1
Dollar slips after US Federal more dovish than expected,-1
Dollar wilts in wake of downbeat US GDP revision,-1
Dollar wobbles on track for half-year loss vs yen,-1
Downside of 105-110 levels possible for PFC: Ashwani Gujral,-1
"Drug makers slump; US FDA scrutiny, weak earnings weigh",-1
DTC proposal to create volatility in stock markets: Analysts,-1
Egypt may extend gains; more earnings misses in Gulf,1
Egypt stock market plunges on reports of new taxes,-1
EID Parry posts Rs 103.08 cr loss for Apr-Jun,-1
Engineers India FPO gets lukewarm response on Day 1,-1
"Entire midcap IT sector would underperform: Hemang Jani, Sharekhan",-1
Era Infra Engineering plunges into red on lower sales,-1
Essar stocks fall; group signs pacts with Russian firms,-1
"Euro slides to 11-month low against yen, volatility rises",-1
Euro-dollar trades sideways amid lack of interest in pair,-1
European shares fall for fourth session in a row,-1
European shares head for first weekly drop since April,-1
"European shares hit 13-month low on growth, deflation worries",-1
"Europe's low-rated bonds stutter on China, Greek stock nerves",-1
Exit of hot money could put pressure on rupee,-1
"F&O Tracker: Foxed by market slide, traders unwind longs",-1
F&O volumes plunge as VIX sinks to new low,-1
F&O: Nifty likely to face resistance at 5100 level,-1
"FII inflows slowing, tough times ahead for Dalal Street?",-1
Five reasons why investors should stay away from Infosys,-1
Forecasters see rupee weakening to 59.5 by March 2014,-1
Forex losses trim 8pc of Nifty companies' profits: Crisil,-1
FTSE falls as Hong Kong unrest hits Asia-exposed stocks,-1
Global LNG-Asian prices continue to slide on weak demand,-1
Global LNG-Prices drop to lowest levels since April 2011,-1
GMR posts Rs 593-crore consolidated loss for June quarter,0
"Gold below $1,300 on stronger dollar, interest rate fears",1
Gold declines after 17-week high spurs selling by traders,-1
Gold futures decline 0.18 per cent on global cues,-1
Google shares tumbles 2.3 per cent as profit dips,-1
Grasim Industry Q2 net down to Rs 346 crore,-1
Greeks brace for stock market carnage after five-week shutdown,-1
Guargum futures decline over 2% on weak spot cues,-1
Guarseed slips in futures trade on weak export demand,-1
Gur prices decline on heavy supply of new gur,-1
Hefty fine for 'insider trade' looms over Reliance Industries,-1
High pressure on pharma margins; buy JB Chemicals: Sharekhan,1
Hindalco's profit after tax expected to decline by 33%,-1
"Hong Kong shares at 2-1/2-month low, unrest unnerves investors",-1
"Hong Kong shares close down on China, global jitters",-1
Hong Kong shares slip as Wall Street cools off,-1
HPCL shares fall 2.5% as gross refining margins disappoint,-1
"HUL's Q2 profit flat, sales grow marginally, below expectations",-1
"IDFC shares fall on profit-taking, cut in FII limit",-1
Indian Overseas Bank Q2 loss at Rs 245 crore,0
Indices plumb new lows after US stocks post record,-1
Infosys slips after Citi downgrades stock ahead of results,-1
Infotech Enterprises Q4 profit slides 23% in March quarter,-1
International Energy Agency sees low oil prices until 2020,-1
IOB net profit down 73.81% to Rs 102 crore,-1
IOB Q4 net profit declines at Rs 58.60 crore,-1
IOC reports Rs 961-crore net loss in December quarter,0
IOC shares down 2.5% on sluggish December quarter earnings,-1
Iron ore eyes longest weekly losing streak since 2012,-1
Jindal Stainless Q3 net loss at Rs 301 crore,0
"JSPL hits 52-week low, down over 20% since July",-1
JSPL Q4 net down 39% to Rs 477.45 crore,-1
JSW Steel slips over 4% as CBI registers inquiry,-1
Kapas futures fall 2 pc on weak global cues,-1
"Known parties manipulated trades on MCX, says PwC audit",0
"Koutons Retail: High debt, inventory to weigh on co",-1
Lanco Infratech Q1 net loss at Rs 300 crore,0
Mahesh Kothari Share & Stock Brokers is defaulter: BSE,-1
Maintaining profits may get tougher now for ICICI Bank,-1
Maize futures decline Rs 58 on weak spot demand,-1
Marico looks bullish but don't buy it: Sandeep Wagle,-1
Market taking bearish or a negative position: Ashwani Gujral,-1
Masket Q2 numbers disappoint; IT firms struggling: Mayuresh Joshi,-1
Mastek: Company fails to make most of IT revival,-1
Meltdown in China has metal stocks sinking in India,-1
"Mentha oil remains down on low demand, supply pressure",-1
Metals likely to underperform on the upside: Ashwani Gujral,-1
MOIL Q2 net down 17% at Rs 90.56 cr,-1
Moody's downgrades Tata Steel UK's rating by one notch,-1
Mustardseed futures slip on weak trend in spot market,-1
"NCDs lose ground, funds at 6-year low in FY15",-1
NDTV posts Q1 net loss at Rs 60.8 cr,0
"Near-term pressures for Telecom negative: IV Subramanium, Quantum Advisors",-1
Negative about aviation sector as a whole: G Chokkalingam,-1
"Nifty turns choppy after hitting 7,700; top 20 bets",-1
Novartis India denies delisting plans; stock plunges over 13%,-1
"NPA situation in banks poor, aviodance advised: Mehraboon Irani",-1
Nucleus Software Q4 net dips 51.74 pc; stock down,-1
"Oil prices tumble to $45, bring cheer to customers",-1
"Oil,pricey inputs make it a sticky affair for Pidilite",-1
OMC stocks are not very fundamental call: UTI AMC,-1
Onion prices down 10-15% in Maharashtra on better supplies,-1
Onion Prices may retreat in October on high supplies,-1
Oracle Financial Services plunges on dispute with Irish customer,-1
"Orchid Chemicals is a sell: Ashwani Gujral, Market Strategist",-1
Outperformance of CNX IT may not continue: Ashwani Gujral,0
Overweight on cement sector at current juncture: BP Singh,1
Packaging cos plunge on plastic ban for gutka products,-1
Panacea Biotec Q2 net loss at Rs 56 crore,0
Pantaloons reports loss of Rs 15.66 crore in Q3,0
Petrol price hike is definitely on the cards: Sethuram,1
Pipavav Defence scrip plunges 10% on lower-than-expected purchase price,-1
Piramal Enterprises Q3 net loss at Rs 11 crore,0
Platinum supplies may be hit if Africa unrest spirals,-1
Polaris Financial hits lower circuit of 5% post demerger,-1
Police frame charges against Jignesh Shah in NSEL scam,-1
Power stocks may suffer in shorter term: Avinnash Gorakssakar,-1
"PowerGrid Q2 net profit declines to Rs 1,201.27 crore",-1
Pre-market: Nifty seen opening lower; may retest 6650 levels,-1
"Pressure likely on commodity prices: Saurabh Mukherjea, Ambit Capital",-1
"PSUs languishing in valuations, but offer pockets of hope",-1
Public offers feel heat of sliding market in 2011,-1
Pulse prices dip by 4% -5% but tur defiant,1
Punjab farmers advised to sell potato harvest in March,-1
Ranbaxy Laboratories: Settlement takes away gains from Lipitor launch,-1
Raymond slips post drop of 86% in Q2 profit,-1
RCF Q3 net falls 28% to Rs 52.90 crore,-1
Recommend short term trading in PSU banks: G Chokkalingam,-1
redBus founders Phanindra Sama and Charan Padmaraju exit Ibibo,0
Refined soya oil futures remain weak on sluggish demand,-1
Refined soya oil futures weaken on low spot demand,-1
"Retail investors should avoid Infrastructure: Rajesh Jain, Market Strategist",-1
Risk reward in Infosys unfavourable at current levels: Nomura,-1
Risk reward not favourable for Tata Motors: Hemang Jani,-1
"Rupee drops 7 paise, trades at 58.54 Vs dollar",-1
Rupee falls 17 paise against dollar in early trade,-1
"Rupee hits over 9-mth low, RBI seen capping fall",-1
Rupee slips against US dollar as Iraq violence intensifies,-1
"Rupee trims early losses, trades at 60.22 per dollar",1
Russia RTS index down 4 percent to five-year low,-1
Russian rouble slips as support from tax period fades,-1
S.Korean stocks slip on persistent foreign selling; won down,-1
Sahara group listed scrips slip after Subrata Roy's arrest,-1
SAT upholds order against Ram Kaashyap Investment and promoter,0
SAT upholds SEBI ruling against FTIL on stake sales,0
"SBI's downside is of concern: CK Narayan, Sharyans Resources",-1
Sebi bars Haldhar Realty from raising money from investors,-1
Sebi bars Rising Agrotech from fund raising via securities,-1
Sebi imposes Rs 4.5 lakh fine on Rajlaxmi Industries,-1
Sebi imposes Rs 5 lakh fine on Serene Industries,-1
Sebi imposes Rs 5 lakh fine on Sunrise Proteins,-1
Selling pressure may continue in Sesa Goa: Seshadri Bharathan,-1
Sesa Sterlite slips over 2% as government challenges merger,-1
Shalimar Paints Q3 dips 67.16% at Rs 1.54 crore,-1
Share price of ITC Ltd crashes by over 6%,-1
Shareholder LIC cautions L&T to keep off its territory,-1
"Shortsell ICICI Bank: CK Narayan, Growth Avenues Asset Advisors",-1
"Significant corrections from these levels unlikely: Ashwani Gujral, Ashwanigujral.com",0
Silver extends weakness in futures trade on overseas cues,-1
Sistema bonds tank further; Federal Reserve rattles emerging assets,-1
Sistema chairman Vladimir Yevtushenkov's house arrest sends stocks crashing,-1
Skeptical on sustainability of rally in Indian markets: BofA-ML,-1
Skip Reliance Power for other power stocks: Seshadri Bharathan,-1
Sobha Q2 net down 33% at Rs 40 crore,-1
SpiceJet reports Q4 net loss at Rs 321.5 crore,0
"SREI Infra is a sell: Ashwani Gujral, Market Strategist",-1
SSTL Q2 net loss narrows at Rs 400.4 crore,-1
"Stay Away from ADAG basket: Ashwani Gujral, Market Strategist",-1
Stretched valuations likely to keep Emami stock under pressure,-1
Sugar futures trade lower by 0.15% on higher supply,-1
Sugar turns bitter for india mills as losses mount,-1
"Supply crunch, rising prices make Indian black pepper uncompetitive",-1
Surging oil marketing companies may stumble on subsidy woes,-1
Surya Pharma CDR fails; bankers to start recovery process,-1
TBZ Q3 net dips 23pc to Rs 19.07 crore,-1
Technology stocks in decline stoke fear in US investors,-1
Tecpro Systems ties up with Pneuplan Oy; stock down,-1
Tesco woes drag down Britain FTSE 100 share index,-1
Texmaco Rail & Engineering posts lower Q2 net profit,-1
There are near term issues with Infosys: IV Subramaniam,-1
Time to book out of Sesa Sterlite: Ambareesh Baliga,-1
Tin bear market shuts 70% of Indonesia's smelting capacity,-1
Transglobal sells Kingfisher Airlines shares worth Rs 7.43 cr,-1
Trent Ltd slips nearly 4% despite strong Q1 show,-1
"Turkish lira sapped by political uncertainty, central bank inaction",-1
UltraTech Cement numbers not that good: P Phani Sekhar,-1
Ultratech Cements profit declines 6% to Rs 591 crore,-1
Uninor suffers Rs 134 crore operating loss in Q1,-1
Union Bank Q4 net drops 23% on higher provisioning,-1
"Upside is limited in textile space: Ambareesh Baliga, Karvy",0
Valuations in auto ancillary sector look stretched: Sandip Sabharwal,-1
"Vedanta's track record comes under review, Cairn India falls",-1
VIX slump to a 9-month low catches punters short,-1
Wall Street ends near flat as Russia concerns linger,0
